Kode Produk,Barcode,Nama Produk,Kategori,Vendor,PIC,Satuan,UOM DC,UOM Store,Konversi Store
LB3693,5803693,SIISUKA KRIPIK USUS,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3694,5803694,SIISUKA KRIPIK USUS BALADO,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB6179,5806179,SIISUKA KRUPUK AMPLANG,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB5575,5805575,SIISUKA KRUPUK JENGKOL,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3651,5803651,SIISUKA KRUPUK SLONDOK,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3677,5803677,SIISUKA MAKARONI ASIN,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3667,5803667,SIISUKA MAKARONI PIPA,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3675,5803675,SIISUKA MAKARONI RUJAK,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3710,5803710,SIISUKA MAKARONI SEPAT,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3695,5803695,SIISUKA MAKARONI SPIRAL,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3682,5803682,SIISUKA MARNING JAGUNG MEKAR,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3767,5803767,SIISUKA OPAK MEDAN,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3686,,SIISUKA PILUS RUJAK,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3673,5803673,SIISUKA POTATO BALADO,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3672,5803672,SIISUKA POTATO GURIH,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3674,5803674,SIISUKA POTATO JAGUNG MANIS,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3679,5803679,SIISUKA PUYUR KEJU,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB6082,,SIISUKA S CONTONG COKLAT,Seasonal,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB6470,,SIISUKA S KACANG SEMBUNYI,Seasonal,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB6477,,SIISUKA S KECIPUT,Seasonal,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB6471,,SIISUKA S KORO BALADO,Seasonal,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB6472,,SIISUKA S KORO KULIT,Seasonal,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB6088,,SIISUKA S KORO KUPAS,Seasonal,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB6476,,SIISUKA S KORO MIX,Seasonal,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB6474,,SIISUKA S POLONG IJO,Seasonal,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3683,5803683,SIISUKA SEBLAK KENCUR,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3680,5803680,SIISUKA SEBLAK MAWAR PEDAS,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB3860,,SIISUKA STIK BAWANG,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB7598,5807598,SIISUKA STIK TAHU,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB4482,,SIISUKA WAFER ROLL BLUEBERRY,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB4479,,SIISUKA WAFER ROLL COKLAT,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB4481,,SIISUKA WAFER ROLL PANDAN,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB4480,,SIISUKA WAFER ROLL STARWBERRY,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB3678,5803678,SIISUKA WIDARAN GETAS MANIS,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB5114,8998866102506,SIKAT GIGI CIPTADENT CLASSIC ISI 3,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 6.00 PCS,6
LB1180,8998866103985,SIKAT GIGI CIPTADENT CRYSTAL CLEAN MEDIUM,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB1181,8998866103978,SIKAT GIGI CIPTADENT CRYSTAL CLEAN SOFT,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB3271,,SINAR GEMILANG HARDTOP,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 6.00 PCS,6
LB3270,,SINAR GEMILANG JUMBO,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB3272,,SINAR GEMILANG PAKET 4,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 1.00 BOX,1
LB3273,,SINAR GEMILANG PAKET 6,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 1.00 BOX,1
LB4758,,SIRSAK FROZEN 1kg,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0270,,SIRUP NIKISARI COCOPANDAN 625ml,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0267,,SIRUP NIKISARI FRAMBOZEN 625ml,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0264,,SIRUP NIKISARI LECI 625ml,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0273,,SIRUP NIKISARI MELON 625ml,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 16.00 PCS,16
LB5782,5805782,SK FARM KERUPUK TELUR ASIN 100gr,Snack,FAUZAN TELUR ASIN,SITI THOIRUL MAQULAH,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 10.00 PCS,10
LB0654,8996001304044,SLAY OLAY BLUBERRY,Snack,BI PT. CIPTA NIAGA SEMESTA BJN,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0656,8996001304426,SLAY OLAY STRAWBERRY,Snack,BI PT. CIPTA NIAGA SEMESTA BJN,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB2232,,SNACK BONCABE MAKARONI KRISPI LEVEL 10 30GR,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 60.00 PCS,60
LB2218,,SNACK BONCABE MAKARONI KRISPI LEVEL 15 JUMBO PACK,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 16.00 PCS,16
LB1024,,SNACKIT MARSHMALLOW GAUN,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 36.00 PCS,36
LB1234,,SNACKIT MARSHMALLOW KERETA,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 36.00 PCS,36
LB3256,,SNACKQ BAG CIKI BALL BALADO,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 PCS,5
LB3253,,SNACKQ BAG CIKI BALL COKLAT,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 PCS,5
LB3255,,SNACKQ BAG CIKI BALL KEJU,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 PCS,5
LB4176,,SNACKQ BAG CIKI BALL PANDAN,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 PCS,5
LB3257,5803257,SNACKQ BAG CIKI RING BALADO,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 PCS,5
LB3259,,SNACKQ BAG POTATO BALADO,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 PCS,5
LB3258,,SNACKQ BAG POTATO GURIH,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 PCS,5
LB3260,,SNACKQ BAG POTATO JAGUNG MANIS,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 PCS,5
LB4177,,SNACKQ BAG STIK BALADO,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 PCS,5
LB1830,,SNACKQ POTATO GURIH,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB4296,8998866692601,SO KLIN LANTAI BOTOL APPLE & PEONY 400 ML,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB4295,8998866692663,SO KLIN LANTAI BOTOL LEMON ZEST 400 ML,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB7047,,SOBA MIX BALADO,Snack,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 16.00 PCS,16
LB5300,8997015183052,SOBAT SOSIS BAKAR 200GR,Frozen food,UD MALINDO FEEDMILL TBK.,PRASETYO PAMBUDI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0704,,SOBAT SOSIS BAKAR 500gr,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0700,,SOBAT SOSIS COKLAT 450gr,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4663,,SOFFEL JERUK 5.5GR,Kebutuhan,,,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 12.00 PCS,12
LB0686,,SOFTEX DAUN SIRIH 23 CM 20 PADS,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0682,,SOFTEX DAUN SIRIH 23 CM 30 PADS,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB7820,8997015182543,SOHIB NAGET 250GR,Frozen food,UD MALINDO FEEDMILL TBK.,PRASETYO PAMBUDI,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 20.00 PCS,20
LB2697,,SOHIB NAGET AYAM KOMBINASI 250gr,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3513,,SOHIB NAGET AYAM STICK 250g,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4298,,SOHIB SOSIS AYAM KOMBINASI 375GR,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4299,,SOHIB SOSIS AYAM MERAH 750GR,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0863,5800863,SOHUN CAP ATOM 285 gr,Sembako,GROSIR,M MUJAHIDIN,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1230,8998866619288,SOKLIN ANTISEP 218GR,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB2063,8998866600521,SOKLIN LANTAI CITRUS LEMON 310ML,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1186,8998866600569,SOKLIN LANTAI FRUITY APPLE 310ML,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1184,8998866609159,SOKLIN LIQUID SOFTERGENT SAKURA STRW SACHET 22ML,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 10.00 RENTENG,10
LB1146,8998866605816,SOKLIN SMART COLOR 800GR+PIRING KERAMIK,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 6.00 PCS,6
LB1226,8998866605809,SOKLIN SMART WHITE 725GR+PIRING KERAMIK,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 6.00 PCS,6
LB4710,8998866612616,SOKLIN SOFTERGENT FREESIA PEONY 43GR,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 72.00 PCS,72
LB4711,,SOKLIN SOFTERGENT KOREAN CAMELLIA 43GR,Kebutuhan,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 72.00 PCS,72
LB4709,8998866610452,SOKLIN SOFTERGENT MAGNOLIA & BERRIES 43GR,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 72.00 PCS,72
LB1229,8998866609487,SOKLIN SOFTERGENT ROSY PINK 225GR,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1183,8998866612180,SOKLIN SOFTERGENT SAKURA STRAWBERRY 225GR,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB5115,8998866608565,SOKLIN SOFTERGENT VELVET ORCHID 43GR,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 72.00 PCS,72
LB0065,8993200668243,SOSIS KANZLER SINGLES GOCHUJANG,Frozen food,PT. TIRTA PRIMA RASA,MOHAMMAD AMINUDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB0898,8993200345717,SOSIS KANZLER SINGLES HOT NEW,Frozen food,PT. TIRTA PRIMA RASA,MOHAMMAD AMINUDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB0899,8993200346318,SOSIS KANZLER SINGLES KEJU NEW,Frozen food,PT. TIRTA PRIMA RASA,MOHAMMAD AMINUDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB3378,8993200669066,SOSIS KANZLER SINGLES MINI,Frozen food,PT. TIRTA PRIMA RASA,MOHAMMAD AMINUDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB1088,8993200348312,SOSIS KANZLER SINGLES ORIGINAL NEW,Frozen food,PT. TIRTA PRIMA RASA,MOHAMMAD AMINUDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB5995,8993071700233,SOSIS ROYAL HOT 55gr,Frozen food,CV PESONA BERKAH SALSABILA,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB5994,8993071700257,SOSIS ROYAL ORIGINAL 55gr,Frozen food,CV PESONA BERKAH SALSABILA,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB5369,8993110000782,SOSIS SO NICE SAPI 20GR,Snack,GROSIR,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 25.00 PCS,25
LB0075,,SOYA BOTOL,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0659,,SOYA SUSU KEDELAI,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0601,,SPARROW COKLAT COMPOUND HITAM 500GR,Roti,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 24.00 PCS,24
LB0344,,SPESIAL BROWNIS MADU SARI,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0345,,SPESIAL PANJANG MADU SARI,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1251,,SPIDOL ARTLINE 107R,Oprasional,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1403,,SPIDOL TULIS BIRU SNOWMAN 500,Oprasional,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1250,,SPIDOL TULIS MERAH SNOWMAN 500,Oprasional,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB2728,,SPIDOL WB PERMANENT SNOWMAN,Oprasional,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB0954,,SPONGEBOB CUP,Konsinyasi,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 26.00 PCS,26
LB0973,,SPONGEBOB STICK,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
